user_id,cluster,segment_name,pca_1,pca_2
U00001,1,Low Users,-2.4145484481587234,0.2452846753055731
U00002,2,Moderate Users,3.0421907349141906,1.6655245262169454
U00003,1,Low Users,-2.0537056354150436,1.221646822567874
U00004,0,High Users,0.6532258012938434,-1.7384993603689722
U00005,3,Occasional Users,-0.3741343209380224,-2.4755398627610345
U00006,2,Moderate Users,4.133621945995816,-1.4410578359227695
U00007,1,Low Users,-1.6856359820304276,1.7815030619917045
U00008,2,Moderate Users,1.8618142117757877,1.7020228681772411
U00009,0,High Users,1.5769634890371471,-1.0347413291370569
U00010,3,Occasional Users,-0.6904028929679012,-3.1980782463994797
U00011,3,Occasional Users,-1.12169199496488,-2.2323924607058148
U00012,0,High Users,1.3915106764528098,-1.3759755653251604
U00013,1,Low Users,-0.8622577635109755,0.7682000299309938
U00014,2,Moderate Users,4.641631672851307,0.09525594688911673
U00015,0,High Users,1.768488407831502,-1.8266785087843016
U00016,0,High Users,-0.4187245755696874,-0.7809784665062885
U00017,3,Occasional Users,-0.8728641805487051,-0.8154961362107039
U00018,1,Low Users,-2.109382150278039,0.3019481528886218
U00019,3,Occasional Users,0.3195562032335906,-0.18305595908694808
U00020,1,Low Users,-3.1899600401038617,1.3188324356394447
U00021,1,Low Users,-2.4207169882970803,2.101995218351277
U00022,3,Occasional Users,0.02742547366162906,-1.0932833581447226
U00023,1,Low Users,-3.319546533514416,1.7442556259457696
U00024,1,Low Users,0.9764717841347843,1.2632952876004806
U00025,1,Low Users,-2.730522347285834,1.280156882501225
U00026,1,Low Users,-0.3741824078380266,0.9572764863310459
U00027,3,Occasional Users,-1.3260627233880011,-0.29129993735808246
U00028,3,Occasional Users,-0.88173855188464,-1.350614738708303
U00029,3,Occasional Users,0.32440388423730976,-0.7132172276776593
U00030,3,Occasional Users,0.889547083984521,0.32317215831564255
U00031,1,Low Users,-1.6707528429959835,2.564047414555593
U00032,3,Occasional Users,-2.0862229818837434,-0.29629233065192995
U00033,1,Low Users,-1.215718976815916,1.3803566318646032
U00034,1,Low Users,-0.5785836673472114,0.22978358095937762
U00035,3,Occasional Users,-1.8416260890164857,-0.9544417991084537
U00036,1,Low Users,-0.6829231087674398,0.9784699213964484
U00037,2,Moderate Users,1.1765496857465196,2.5086975021049738
U00038,2,Moderate Users,1.32681287606032,1.3075126005310649
U00039,3,Occasional Users,-0.47889082006991696,-0.4791486344669018
U00040,3,Occasional Users,-1.2615266623880925,-0.9367216618086981
U00041,0,High Users,3.448670578121315,-1.0234467848810744
U00042,0,High Users,0.9350514992715463,-0.5952781879622209
U00043,1,Low Users,-1.4041074010799623,0.23629112178103015
U00044,1,Low Users,-1.507167332224923,1.3655608273001687
U00045,3,Occasional Users,-0.5523717663255939,-0.9409379269486052
U00046,3,Occasional Users,-0.5411523016950913,-0.9213341672761596
U00047,3,Occasional Users,-0.7275852756355542,-1.3129208242597554
U00048,3,Occasional Users,-2.9428296710350317,-0.2676666600796366
U00049,0,High Users,-0.13832413502027538,-3.366935564033404
U00050,3,Occasional Users,-1.9444374168557133,-0.17717984654868843
U00051,2,Moderate Users,4.316252071461011,-1.5833375208983393
U00052,1,Low Users,-0.719216411276308,0.4509667398212573
U00053,3,Occasional Users,-1.2498188446614416,-1.4103178616348442
U00054,1,Low Users,-1.0301464296291902,1.2731148650362982
U00055,0,High Users,0.11796012000052837,-0.33858243335151905
U00056,3,Occasional Users,-0.7838546960926857,-0.4732848587994641
U00057,1,Low Users,-3.4691670714653644,1.3907848601200157
U00058,1,Low Users,-0.6111299518031339,1.4102849439324596
U00059,2,Moderate Users,4.111308282903291,1.868350481362551
U00060,1,Low Users,-2.2802174191153353,-0.46324665305034984
U00061,1,Low Users,-1.8682310340928934,2.2525078233201907
U00062,1,Low Users,-2.131061282769679,1.350463428312163
U00063,3,Occasional Users,0.013761158928360955,-1.019275612301188
U00064,1,Low Users,-0.3435507693292521,0.5148369777099268
U00065,0,High Users,0.5884784771209745,0.49463483666497743
U00066,1,Low Users,-1.094347382427142,-0.2966201243453828
U00067,1,Low Users,0.1095942774170608,0.22592069627731232
U00068,3,Occasional Users,-1.1590276149824903,-2.611661898311463
U00069,3,Occasional Users,1.0067594501509172,-1.3878847504077594
U00070,2,Moderate Users,2.5547109652695457,0.47350082462770143
U00071,2,Moderate Users,3.773440920303434,0.5577361008351895
U00072,0,High Users,1.5436525352226622,-1.409011713710709
U00073,3,Occasional Users,-0.8299905210653686,-1.7731810694256505
U00074,0,High Users,3.480118210218088,-1.9106417232168396
U00075,1,Low Users,-1.6994820360601288,0.2764384888955528
U00076,2,Moderate Users,3.925671998753018,0.08607332508614782
U00077,0,High Users,1.54434248983483,0.646248479201356
U00078,1,Low Users,-1.2975957792936714,-0.05151101126509306
U00079,0,High Users,-0.3119876890891784,-0.6683379286131759
U00080,3,Occasional Users,-1.1030131684078226,-2.1524277944849195
U00081,3,Occasional Users,0.6637970583512781,-1.1543428650985317
U00082,1,Low Users,-0.27921469716414177,2.3276054180409513
U00083,3,Occasional Users,-2.7035567858227676,-0.42999476367911443
U00084,1,Low Users,0.11612499640003726,1.573425335620557
U00085,3,Occasional Users,-0.30139487650422403,-1.7138378721973622
U00086,1,Low Users,-2.3762416625537797,0.2713688613019306
U00087,3,Occasional Users,-0.10022991446546256,-0.6199773692033147
U00088,2,Moderate Users,3.1176266208981143,-0.33348146229583353
U00089,1,Low Users,-1.956225331769936,0.7535829253346137
U00090,3,Occasional Users,0.6112314233334315,0.2053776145984452
U00091,3,Occasional Users,-1.340871676518731,-1.2454801857280664
U00092,2,Moderate Users,2.2066116520265475,1.5350526003258647
U00093,1,Low Users,-0.8755327508348363,-0.30564083102075457
U00094,1,Low Users,-1.3410360018176952,-0.06342650728974931
U00095,1,Low Users,-1.6420538068058312,1.047273778645874
U00096,0,High Users,0.9912396923767549,-2.8020089628761213
U00097,3,Occasional Users,-0.9456648658280036,-1.728108249732715
U00098,1,Low Users,-1.309016912487655,0.46272938605537955
U00099,1,Low Users,-1.6703673315307803,-0.20824370409360912
U00100,1,Low Users,0.6187775205908304,0.8027844490383608
U00101,3,Occasional Users,-1.5484516352951434,1.0521920259310806
U00102,3,Occasional Users,-0.4480516923778881,-1.1031276060167812
U00103,1,Low Users,-1.1542548661998102,1.297996408638077
U00104,0,High Users,1.0322752344233341,-3.5010856301120326
U00105,0,High Users,0.4188049894558262,-0.5540599695190888
U00106,1,Low Users,-0.718838924855397,-0.06093686888546971
U00107,2,Moderate Users,2.4323683516891745,-0.9912135527416355
U00108,1,Low Users,-1.324728048414337,-0.6239190763738479
U00109,1,Low Users,-0.8064593770710857,0.9294135953958718
U00110,1,Low Users,-0.3558853607679346,0.37766881844182926
U00111,0,High Users,1.098281161008161,-2.8125313495711075
U00112,1,Low Users,-2.092424809657038,1.306166039200546
U00113,3,Occasional Users,0.5905790434718035,0.4404733941359131
U00114,1,Low Users,-1.3826946123365245,0.7959305139792993
U00115,2,Moderate Users,2.560110775519609,2.811404755509136
U00116,3,Occasional Users,-1.417508858000458,-1.5570055248028671
U00117,0,High Users,2.0454145396858947,-2.4792141239586893
U00118,0,High Users,-0.28346848964179155,-2.8950753434725276
U00119,3,Occasional Users,-2.3591293314704123,-0.5274077809131916
U00120,1,Low Users,-1.54693125137236,1.5449555373508463
U00121,3,Occasional Users,-2.5361640373659604,-0.9705553250008385
U00122,3,Occasional Users,0.12110333981154284,0.4601331197094896
U00123,1,Low Users,-0.9966550082810259,0.2882751540380286
U00124,0,High Users,1.8644748227215444,-2.8109345969619897
U00125,2,Moderate Users,5.644107877548366,-0.16095801411692587
U00126,3,Occasional Users,0.17386080648811614,0.12605376812711347
U00127,0,High Users,1.1305698052750377,-0.7271689448246391
U00128,2,Moderate Users,6.6724221117423,-0.9170305987265687
U00129,1,Low Users,-0.9018180529514669,-0.37616982511274855
U00130,0,High Users,1.9707585496760127,-0.2594401341768109
U00131,2,Moderate Users,6.33338210274051,0.4089257766770733
U00132,2,Moderate Users,3.1017366209501227,-0.3216902577293232
U00133,1,Low Users,-0.808812742818661,2.682031043103725
U00134,1,Low Users,-0.710536376761879,0.794995779498329
U00135,1,Low Users,-1.5329600087877453,1.0146761574347962
U00136,0,High Users,-0.40501313380908266,-0.9995298579436636
U00137,0,High Users,0.10819333639407559,-0.4794116243817425
U00138,0,High Users,1.7483796243048115,-2.1061921000245483
U00139,2,Moderate Users,1.6892819884080805,2.1813768572752816
U00140,3,Occasional Users,-0.24954736760539128,-0.8347879629968559
U00141,0,High Users,2.934699299556278,-1.8795255648372369
U00142,1,Low Users,-2.310934830331825,1.5135933029787156
U00143,1,Low Users,-0.42948256507358895,0.6552794555114061
U00144,1,Low Users,-1.572587212556548,0.11966276628179694
U00145,1,Low Users,-1.875883085258778,0.9947393634588853
U00146,3,Occasional Users,0.073101917985639,-2.0297678918616384
U00147,0,High Users,0.7580593551286917,0.5412633974884055
U00148,1,Low Users,-1.9190056397546646,0.2700859024522814
U00149,1,Low Users,-1.7350031110932849,0.039021518268341875
U00150,1,Low Users,-1.666792096560161,1.2980920093792832
U00151,1,Low Users,-1.608962634638771,0.5768892675250393
U00152,1,Low Users,-1.1343110126382638,0.15501690938116897
U00153,1,Low Users,-0.8255191362608859,-0.09324554819778198
U00154,1,Low Users,-2.18954538060804,0.24944562532630762
U00155,2,Moderate Users,2.4315740053816914,-1.0067185817618385
U00156,2,Moderate Users,2.182896814922836,3.2374745902468227
U00157,0,High Users,0.8495631567603104,-3.142727979249529
U00158,3,Occasional Users,-1.6888669136803067,-0.5888221119707863
U00159,2,Moderate Users,2.7045282013091856,0.7188428351852698
U00160,1,Low Users,-1.7479291354978403,2.6827066489994755
U00161,0,High Users,1.2605549045420645,-1.0084345755148403
U00162,3,Occasional Users,-0.0024365155339040505,-1.4857684455760507
U00163,1,Low Users,-2.1818411558357713,0.2631004009537947
U00164,3,Occasional Users,-1.2090193174947204,-1.306203684571421
U00165,1,Low Users,-1.4907471743722867,2.07073185669182
U00166,1,Low Users,-2.140450827678418,-0.04169518151400956
U00167,1,Low Users,-1.559864311454657,1.5892046845493017
U00168,2,Moderate Users,1.943072110748278,-0.09035029126802488
U00169,1,Low Users,-0.6042657564635862,1.29881296089943
U00170,0,High Users,0.41726701109255027,-0.8711933014158769
U00171,3,Occasional Users,-0.618334107684702,-1.6674105661901457
U00172,0,High Users,-1.1317839296612842,-1.784042307659985
U00173,3,Occasional Users,-0.7856018533429523,-1.2631772465459843
U00174,0,High Users,0.17970327142550258,-1.133388242214281
U00175,0,High Users,1.8354915895483483,-2.0892541147596138
U00176,2,Moderate Users,2.3825308815942603,-0.018861907568867724
U00177,1,Low Users,-2.5622433649255156,1.112695691700111
U00178,2,Moderate Users,1.90617184831365,2.3226836229768524
U00179,1,Low Users,-1.596781476293668,0.3453768521112436
U00180,2,Moderate Users,3.6187542545275813,1.0890363662320706
U00181,3,Occasional Users,-1.7960305908163947,-0.8574149616779271
U00182,0,High Users,0.46904815386887283,0.19562557085018134
U00183,2,Moderate Users,2.6330579950934787,0.37352256623788216
U00184,1,Low Users,-1.7306192595054288,-0.09522918775072718
U00185,0,High Users,0.9880380923828145,0.4299967212222231
U00186,1,Low Users,-1.0600013743207661,1.4970244653229279
U00187,1,Low Users,-2.849217100190748,1.3614904440485354
U00188,3,Occasional Users,-1.1466860652494104,-0.8754954822971699
U00189,0,High Users,0.9382675421516872,-0.798040883198657
U00190,1,Low Users,-1.8902411863511828,1.6196480731951115
U00191,3,Occasional Users,-1.8232427222836676,-1.497783201756434
U00192,3,Occasional Users,-2.5699291562722704,-1.0941900551453976
U00193,3,Occasional Users,1.0176679886720557,-0.6447300069143531
U00194,1,Low Users,-0.795024244250921,2.022209555573012
U00195,0,High Users,2.0879168835624635,-1.568454480388312
U00196,2,Moderate Users,8.922364721406007,4.483696278625647
U00197,1,Low Users,-1.1220350262163121,1.1083639656315567
U00198,2,Moderate Users,3.605734496960988,1.9314261850502947
U00199,0,High Users,0.16719255431108312,-2.80873373496691
U00200,3,Occasional Users,-1.302379838140742,-1.2756642985722482
U00201,0,High Users,2.1862125425907424,-0.5178684535108582
U00202,0,High Users,1.3899920974115139,-1.7315141911296619
U00203,2,Moderate Users,2.1253794203081453,0.781065016165256
U00204,3,Occasional Users,0.7314483225537005,-0.9557206791523757
U00205,3,Occasional Users,-2.375395566099626,-0.18889112577030784
U00206,1,Low Users,-0.6669446184224839,-0.6874483303976134
U00207,3,Occasional Users,-1.1638609184949071,-0.7849063054986006
U00208,2,Moderate Users,1.405661623843101,0.8493252857813454
U00209,3,Occasional Users,-0.63202846416951,-2.062833010554799
U00210,0,High Users,1.1108950278360707,-0.21127740938075565
U00211,1,Low Users,-2.7927772720433524,2.067478414397479
U00212,1,Low Users,-2.3293671010340677,-0.6850117353944299
U00213,3,Occasional Users,-0.5611709085726575,-1.4995964899218186
U00214,1,Low Users,-1.8955198731420666,0.6192740398891164
U00215,0,High Users,1.9255249297466577,-1.0169294678858634
U00216,0,High Users,-0.8429584065868986,-1.2812541183046298
U00217,0,High Users,1.7661204562841155,-0.20923984881291327
U00218,2,Moderate Users,2.061145006264411,-0.04485884674160943
U00219,0,High Users,2.7084893464118442,-0.05937226034449734
U00220,2,Moderate Users,2.88223655180858,2.488403154282356
U00221,3,Occasional Users,-0.4246438804059517,-0.007275772291811821
U00222,1,Low Users,-0.3413176427187659,0.926341829153112
U00223,3,Occasional Users,-1.7350276728684848,-0.6703025900969608
U00224,3,Occasional Users,-1.4693538091074458,-0.8351176866661488
U00225,3,Occasional Users,-0.295371494793272,-0.6666820469009235
U00226,0,High Users,0.30016095426197303,-2.8176486162137486
U00227,3,Occasional Users,-0.7201193431243424,-1.4451585656587198
U00228,1,Low Users,-1.3998504839680936,0.320585624935791
U00229,2,Moderate Users,2.33439134092498,2.206659316588061
U00230,1,Low Users,-3.02681043239038,0.864248328047928
U00231,3,Occasional Users,-0.12557682362714442,-1.544968561407235
U00232,0,High Users,0.8113611768808002,-2.748046448628604
U00233,1,Low Users,-1.5503900649589024,1.226808125313167
U00234,1,Low Users,-0.9637711601391141,0.4002053090261904
U00235,0,High Users,2.2646827443181583,-0.9279930054159703
U00236,1,Low Users,0.39672563611841977,1.5779032562270348
U00237,3,Occasional Users,-1.2648335677565414,-0.9547585160318512
U00238,1,Low Users,-0.02792348959233815,1.2350841323736794
U00239,1,Low Users,-1.5241604676005223,0.2746805798253171
U00240,3,Occasional Users,-1.9412601191228973,-0.0840302754329724
U00241,2,Moderate Users,1.589775658186471,-0.050894590147880545
U00242,3,Occasional Users,-2.360051634022043,-1.2409657232509712
U00243,3,Occasional Users,1.1208111157606726,0.6892343259082392
U00244,3,Occasional Users,1.0613406156152967,-0.6239454227320849
U00245,1,Low Users,-1.5633759666828357,0.5660158285830089
U00246,1,Low Users,-3.069165911816944,0.7979833056229891
U00247,3,Occasional Users,-1.4713421781725502,-2.0768703522184317
U00248,1,Low Users,-2.731065301296267,-0.042631376714280786
U00249,0,High Users,1.3084229495695727,-2.2158273322377884
U00250,1,Low Users,-0.9519707019855693,2.6091388526693766
U00251,2,Moderate Users,3.006495359063016,0.4480337593441573
U00252,3,Occasional Users,-2.2128403981015814,-0.917553574407092
U00253,1,Low Users,-2.8560440460797,0.9879616732131212
U00254,1,Low Users,0.36816784954568504,1.4122684248896482
U00255,0,High Users,1.9422588706781587,-1.1090255205957686
U00256,0,High Users,0.415799514887448,-2.061158010458306
U00257,0,High Users,2.4517964059270487,-1.5709345241979633
U00258,1,Low Users,-1.315010294129744,-0.08649757770168272
U00259,1,Low Users,0.055059601571400794,0.4065670081548198
U00260,0,High Users,-0.17813703859156813,-0.8128657894543657
U00261,1,Low Users,-1.8713823532613114,0.752333779667442
U00262,1,Low Users,-0.7672022724818178,0.2169020737226443
U00263,0,High Users,-0.7733777799796127,-1.6232729471257321
U00264,3,Occasional Users,-0.2846521762421653,-0.5230425520177593
U00265,0,High Users,1.323765221253149,0.9807783267723587
U00266,0,High Users,0.3996708449128641,-2.270371344470529
U00267,1,Low Users,-3.287604737410191,2.571034834876505
U00268,2,Moderate Users,5.42933263995504,2.0204729601949607
U00269,1,Low Users,-1.4582429842225315,1.0786986212038803
U00270,1,Low Users,-0.4505021075229696,0.8592852401005202
U00271,3,Occasional Users,-0.25694687801910104,0.4451299851486435
U00272,1,Low Users,0.4843416756998631,2.3418966520221383
U00273,3,Occasional Users,-2.553746068779536,-0.24919414673008475
U00274,0,High Users,-0.5438787008270627,-0.5241799050066838
U00275,0,High Users,0.11542630641172834,-1.5385790679069018
U00276,0,High Users,1.3692587295179814,-1.3161256884606933
U00277,1,Low Users,-2.124705003482517,-1.7642179334087011
U00278,3,Occasional Users,0.8805962976163735,0.7261498965500511
U00279,1,Low Users,-0.9372645677085826,1.54234566023116
U00280,1,Low Users,-2.1488804105848986,-0.41286688270844774
U00281,3,Occasional Users,0.9875270146016859,0.43072370435660956
U00282,0,High Users,0.007690166147978061,-0.717585074627031
U00283,1,Low Users,-1.0005121740558813,1.6987969751076517
U00284,3,Occasional Users,-1.195364059655194,-2.0211111247930282
U00285,0,High Users,-0.13321059298919274,-0.5647172288539294
